benchmark,topology,pinning,source,allocator,instance_id,interop_threads,intraop_threads,batch_size,throughput
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,13,4,136.3394176648373
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,14,4,140.0712814498486
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,15,4,146.59311912513317
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,16,4,156.21454539946646
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,1,8,14.663620351058604
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,2,8,29.126966640261333
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,3,8,43.39643958794839
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,4,8,57.91869052116327
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,5,8,69.60064728006569
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,6,8,81.02448844306771
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,7,8,91.77948351852658
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,8,8,109.05545534062377
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,9,8,110.28652948773811
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,10,8,121.91314969646113
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,11,8,132.64552347153855
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,12,8,141.15908534415703
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,13,8,148.40933519362005
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,14,8,158.242166607672
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,15,8,170.2822943923169
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,16,8,176.249083350779
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,1,16,14.509774924755662
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,2,16,28.864046319813642
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,3,16,43.25619133996842
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,4,16,57.51091806111673
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,5,16,69.89355452512724
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,6,16,80.97894050781524
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,7,16,91.843488547796
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,8,16,107.72069699751015
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,9,16,114.17876957288973
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,10,16,123.2101732207302
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,11,16,135.34531695875518
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,12,16,14.061363160552851
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,13,16,161.0215929461479
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,14,16,168.25942807972694
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,15,16,179.4053788171478
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,16,16,194.87188363381418
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,1,32,14.428152513041448
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,2,32,28.712118802625874
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,3,32,43.189249629666996
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,4,32,57.499256140640924
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,5,32,69.657788529434
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,6,32,81.02182392732695
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,7,32,91.09843032148936
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,8,32,106.55972131997702
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,9,32,115.12758575974746
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,10,32,123.27280071728825
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,11,32,136.13101338881583
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,12,32,149.8490859343345
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,13,32,158.2163506292927
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,14,32,144.79479124614448
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,15,32,176.04553643907255
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,16,32,190.75659218651353
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,1,64,14.354996490567823
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,2,64,28.650018819196898
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,3,64,43.05848365363155
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,4,64,57.45990772250908
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,5,64,69.55441727170665
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,6,64,80.5946136008516
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,7,64,90.81846008589655
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,8,64,106.2503446185344
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,9,64,115.20840748883128
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,10,64,123.05601052435472
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,11,64,135.2088274292072
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,12,64,147.14629859916204
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,13,64,155.3211195636355
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,14,64,166.0344042395017
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,15,64,177.16517337891696
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,16,64,185.9335910934276
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,1,128,14.240709558016599
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,2,128,28.554007524330977
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,3,128,42.92835192336238
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,4,128,56.07503839309258
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,5,128,69.0135410806816
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,6,128,79.82379377363239
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,7,128,89.84432716558963
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,8,128,105.54170672897223
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,9,128,112.30108501599413
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,10,128,121.34809333540434
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,11,128,133.38484064533955
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,12,128,145.91515957780948
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,13,128,153.5741953063676
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,14,128,165.55152542195918
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,15,128,177.34273090332402
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,16,128,183.6473550471875
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,1,256,13.562166360696468
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,2,256,28.25125558333031
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,3,256,42.794381043319234
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,4,256,56.905533194366946
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,5,256,68.69693596402763
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,6,256,79.46472371835551
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,7,256,89.46999531052471
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,8,256,105.2236312745274
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,9,256,110.73305003816156
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,10,256,119.82902899482038
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,11,256,129.13880233651014
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,12,256,140.0783295472735
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,13,256,151.37082536936393
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,14,256,159.0074557956085
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,15,256,171.31906076982852
resnet_manual_script,interleave,numactl,torch,tcmalloc,1,1,16,256,180.57059215361298
