benchmark,topology,pinning,allocator,instance_id,interop_threads,intraop_threads,batch_size,latency(min),latency(avg),latency(max),flops
bert_manual_script,interleave,numactl,default,1,1,5,32,177.66256094910204,203.79360581049696,299.37384102959186,0.0
bert_manual_script,interleave,numactl,default,1,1,6,32,145.83850093185902,162.47680309810676,225.79668695107102,0.0
bert_manual_script,interleave,numactl,default,1,1,7,32,146.93981397431344,174.23594204359688,329.285076004453,0.0
bert_manual_script,interleave,numactl,default,1,1,8,32,123.08253906667233,144.03846799163148,266.14630897529423,0.0
bert_manual_script,interleave,numactl,default,1,1,9,32,135.1605470990762,160.429211712908,329.7906130319461,0.0
bert_manual_script,interleave,numactl,default,1,1,10,32,114.74347591865808,134.01790976175107,244.51472202781588,0.0
bert_manual_script,interleave,numactl,default,1,1,11,32,125.95655291806906,151.0492490255274,388.38612602557987,0.0
bert_manual_script,interleave,numactl,default,1,1,12,32,99.2512779776007,119.30499449255876,253.60473105683923,0.0
bert_manual_script,interleave,numactl,default,1,1,13,32,116.1567009985447,153.36566110840067,452.1153970854357,0.0
bert_manual_script,interleave,numactl,default,1,1,14,32,100.84345797076821,119.48602633550763,277.18598395586014,0.0
bert_manual_script,interleave,numactl,default,1,1,15,32,110.97779707051814,155.0105023442302,483.2108940463513,0.0
